File,T_Frames,Label
23_upper_37_Move7.json.json,51,Move
13_upper_27_Move6.json.json,22,Move
17_upper_36_Use4.json.json,52,Use
01_upper_34_Position3.json.json,65,Position
13_upper_17_Reach3.json.json,30,Reach
23_upper_4_Reach0.json.json,18,Reach
24_upper_6_Reach1.json.json,51,Reach
02_upper_39_Reach5.json.json,52,Reach
02_upper_35_Position4.json.json,54,Position
23_upper_31_Position2.json.json,43,Position
16_upper_17_Grasp4.json.json,31,Grasp
25_upper_30_Use1.json.json,61,Use
13_upper_31_Use1.json.json,65,Use
17_upper_9_Grasp2.json.json,30,Grasp
16_upper_27_Position0.json.json,32,Position
24_upper_33_Position2.json.json,65,Position
03_upper_20_Grasp4.json.json,25,Grasp
24_upper_8_Move1.json.json,40,Move
25_upper_27_Position0.json.json,35,Position
03_upper_2_Reach0.json.json,35,Reach
03_upper_33_Use0.json.json,66,Use
24_upper_37_Position4.json.json,73,Position
02_upper_28_Use0.json.json,59,Use
07_upper_11_Assemble2.json.json,65,Assemble
05_upper_29_Position1.json.json,67,Position
07_upper_2_Move0.json.json,53,Move
04_upper_21_Reach5.json.json,35,Reach
01_upper_5_Reach1.json.json,40,Reach
